Phenol+Thiol,Unknown,Medium,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Ester,Unknown,Medium,Low,Medium,0.52,Novel,Predicted theoretical compound,No
Aldehyde+Halide+Thiol,Unknown,Medium,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Alkene+Ketone+Sulfide,Unknown,Medium,Medium,Medium,0.69,Novel,Predicted theoretical compound,No
Ester+Ether+Halide,Unknown,High,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Thiol,Thiol Compound,Medium,Medium,Medium,0.86,Seen,Rule-consistent known chemical class,Yes
Phenol,Phenol,Low,Medium,Medium,0.89,Seen,Rule-consistent known chemical class,Yes
Alkyne+Amide,Unknown,Low,High,High,0.65,Novel,Predicted theoretical compound,No
Ether+Phenol,Unknown,Medium,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Ketone,Unknown,Medium,Low,Medium,0.58,Novel,Predicted theoretical compound,No
Ketone+Phenol+Thiol,Unknown,Medium,Low,Medium,0.46,Novel,Predicted theoretical compound,No
Ester+Heterocycle,Unknown,Medium,Low,Medium,0.43,Novel,Predicted theoretical compound,No
Ester+Ether+Nitro,Unknown,High,Low,Medium,0.48,Novel,Predicted theoretical compound,No
Alkyne+Carboxylic Acid+Heterocycle,Unknown,Low,High,Medium,0.64,Novel,Predicted theoretical compound,No
Alkyne+Ether,Unknown,Medium,Medium,Medium,0.65,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Medium,Medium,0.8,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Sulfonamide,Unknown,Low,Low,Low,0.53,Novel,Predicted theoretical compound,No
Halide+Nitro,Unknown,High,Low,Medium,0.4,Novel,Predicted theoretical compound,No
Amine+Carboxylic Acid+Sulfonamide,Unknown,Low,High,Medium,0.65,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Medium,Medium,0.47,Novel,Predicted theoretical compound,No
Alkene,Alkene,Low,Medium,Medium,0.95,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Alkene+Ether,Unknown,Medium,Low,Low,0.58,Novel,Predicted theoretical compound,No
Alkyne+Ketone+Nitro,Unknown,High,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Low,Medium,0.84,Seen,Rule-consistent known chemical class,Yes
Alcohol+Ester,Unknown,Medium,Medium,Medium,0.61,Novel,Predicted theoretical compound,No
Alkyne+Phenol,Unknown,Low,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Acid Chloride+Heterocycle+Sulfide,Unknown,Medium,Low,Low,0.55,Novel,Predicted theoretical compound,No
Thiol,Thiol Compound,Medium,Low,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Amine+Halide,Unknown,High,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.69,Novel,Predicted theoretical compound,No
Alcohol+Nitro,Unknown,High,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Ether+Heterocycle,Unknown,Low,Low,Medium,0.57,Novel,Predicted theoretical compound,No
Acid Chloride+Carboxylic Acid,Unknown,Low,High,Low,0.65,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Medium,Medium,0.64,Novel,Predicted theoretical compound,No
Alkyne+Nitro+Sulfide,Unknown,High,Low,Medium,0.55,Novel,Predicted theoretical compound,No
Acid Chloride+Carboxylic Acid,Unknown,Medium,High,Low,0.41,Novel,Predicted theoretical compound,No
Halide+Sulfide+Sulfonamide,Unknown,Medium,Medium,Medium,0.48,Novel,Predicted theoretical compound,No
Ether+Sulfide+Sulfonamide,Unknown,Medium,Medium,Medium,0.44,Novel,Predicted theoretical compound,No
Alkene+Amide+Ether,Unknown,Medium,High,High,0.62,Novel,Predicted theoretical compound,No
Aldehyde+Halide,Unknown,High,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Carboxylic Acid+Phenol,Unknown,Medium,High,Medium,0.56,Novel,Predicted theoretical compound,No
Alkene,Alkene,Low,Medium,Medium,0.87,Seen,Rule-consistent known chemical class,Yes
Alcohol+Heterocycle,Unknown,Medium,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Alkene+Heterocycle+Phenol,Unknown,Medium,Medium,Medium,0.61,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Low,High,Medium,0.44,Novel,Predicted theoretical compound,No
Aromatic Ring+Ester+Halide,Unknown,High,Low,High,0.48,Novel,Predicted theoretical compound,No
Alcohol+Aromatic Ring+Ketone,Unknown,Medium,Low,High,0.65,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Medium,Medium,0.9,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Aromatic Ring,Unknown,Low,Low,High,0.46,Novel,Predicted theoretical compound,No
Amine+Carboxylic Acid+Halide,Unknown,High,High,Medium,0.51,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Low,Low,0.92,Seen,Rule-consistent known chemical class,Yes
Thiol,Thiol Compound,Medium,Medium,Medium,0.89,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid+Ester,Unknown,Low,High,Medium,0.67,Novel,Predicted theoretical compound,No
Amide,Unknown,Medium,High,High,0.51,Novel,Predicted theoretical compound,No
Ketone+Phenol,Unknown,Medium,Medium,Medium,0.48,Novel,Predicted theoretical compound,No
Alcohol+Aldehyde+Ester,Unknown,Medium,Medium,Medium,0.47,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Low,Medium,0.87,Seen,Rule-consistent known chemical class,Yes
Phenol,Phenol,Low,Low,Medium,0.95,Seen,Rule-consistent known chemical class,Yes
Alkene+Alkyne+Amide,Unknown,Medium,High,High,0.53,Novel,Predicted theoretical compound,No
Alkyne+Amide,Unknown,Low,High,High,0.49,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Low,Medium,0.77,Seen,Rule-consistent known chemical class,Yes
Ketone,Unknown,Low,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Amine,Unknown,Medium,Low,Medium,0.43,Novel,Predicted theoretical compound,No
Nitro+Thiol,Unknown,Medium,Low,Medium,0.47,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.55,Novel,Predicted theoretical compound,No
Alcohol+Carboxylic Acid,Ester,Medium,High,Medium,0.91,Seen,Rule-consistent known chemical class,Yes
Alkyne+Amine,Unknown,Medium,Medium,Medium,0.47,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Medium,Medium,0.78,Seen,Rule-consistent known chemical class,Yes
Ketone,Unknown,Low,Medium,Medium,0.67,Novel,Predicted theoretical compound,No
Heterocycle+Ketone+Nitrile,Unknown,Medium,Low,Medium,0.49,Novel,Predicted theoretical compound,No
Alkyne+Amide+Phenol,Unknown,Low,High,High,0.63,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Low,Medium,0.94,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Amine,Unknown,Medium,Medium,Medium,0.5,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Low,Medium,0.48,Novel,Predicted theoretical compound,No
Acid Chloride+Alkene+Ester,Unknown,Low,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Alkene+Amide,Unknown,Medium,High,High,0.54,Novel,Predicted theoretical compound,No
Acid Chloride+Halide+Phenol,Unknown,High,Medium,Low,0.42,Novel,Predicted theoretical compound,No
Alcohol+Ester+Heterocycle,Unknown,Medium,Low,Medium,0.59,Novel,Predicted theoretical compound,No
Ester,Unknown,Low,Low,Medium,0.7,Novel,Predicted theoretical compound,No
Alkene,Alkene,Medium,Low,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Alcohol,Ether,Low,Medium,Medium,0.77,Seen,Rule-consistent known chemical class,Yes
Ketone+Thiol,Unknown,Medium,Medium,Medium,0.67,Novel,Predicted theoretical compound,No
Ester,Unknown,Low,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Ester+Phenol+Sulfonamide,Unknown,Medium,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Alcohol+Alkyne+Phenol,Unknown,Low,Low,Medium,0.58,Novel,Predicted theoretical compound,No
Acid Chloride+Amine+Thiol,Unknown,Medium,Medium,Low,0.59,Novel,Predicted theoretical compound,No
Alkene+Nitrile+Phenol,Unknown,Medium,Medium,Medium,0.47,Novel,Predicted theoretical compound,No
Acid Chloride+Heterocycle+Nitro,Unknown,High,Low,Low,0.54,Novel,Predicted theoretical compound,No
Acid Chloride+Alcohol+Nitro,Unknown,High,Low,Low,0.49,Novel,Predicted theoretical compound,No
Aromatic Ring+Carboxylic Acid+Ketone,Unknown,Medium,Low,High,0.46,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Medium,Medium,0.82,Seen,Rule-consistent known chemical class,Yes
Ketone+Nitrile+Sulfonamide,Unknown,Medium,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Carboxylic Acid+Ether,Unknown,Medium,High,Medium,0.47,Novel,Predicted theoretical compound,No
Halide+Phenol,Unknown,High,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Medium,High,Medium,0.5,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Low,Low,High,0.91,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid+Phenol,Unknown,Low,High,Medium,0.52,Novel,Predicted theoretical compound,No
Acid Chloride+Alcohol+Phenol,Unknown,Medium,Low,Low,0.44,Novel,Predicted theoretical compound,No
Alkene,Alkene,Low,Medium,Medium,0.82,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Amine+Heterocycle,Unknown,Low,Medium,Medium,0.68,Novel,Predicted theoretical compound,No
Phenol+Thiol,Unknown,Medium,Low,Medium,0.4,Novel,Predicted theoretical compound,No
Ketone+Nitro,Unknown,High,Low,Medium,0.43,Novel,Predicted theoretical compound,No
Alkyne+Amine+Carboxylic Acid,Unknown,Low,High,Medium,0.52,Novel,Predicted theoretical compound,No
Halide+Heterocycle,Unknown,High,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Alcohol+Sulfide,Unknown,Medium,Medium,Medium,0.48,Novel,Predicted theoretical compound,No
Carboxylic Acid+Halide+Nitro,Unknown,High,Low,Medium,0.58,Novel,Predicted theoretical compound,No
Amine+Phenol+Sulfide,Unknown,Medium,Low,Medium,0.48,Novel,Predicted theoretical compound,No
Aromatic Ring,Aromatic Compound,Low,Low,High,0.93,Seen,Rule-consistent known chemical class,Yes
Phenol,Phenol,Low,Low,Medium,0.78,Seen,Rule-consistent known chemical class,Yes
Ketone,Unknown,Medium,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Aromatic Ring+Nitro,Nitro Aromatic Compound,High,Low,High,0.86,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Amide+Heterocycle,Unknown,Low,High,Low,0.64,Novel,Predicted theoretical compound,No
Alkyne+Phenol+Sulfonamide,Unknown,Low,Medium,Medium,0.48,Novel,Predicted theoretical compound,No
Alkene+Aromatic Ring+Carboxylic Acid,Unknown,Medium,Low,High,0.6,Novel,Predicted theoretical compound,No
Amine+Sulfide,Unknown,Medium,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.69,Novel,Predicted theoretical compound,No
Acid Chloride+Nitro,Unknown,High,Low,Low,0.69,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Low,Medium,0.91,Seen,Rule-consistent known chemical class,Yes
Alkene+Alkyne+Ester,Unknown,Medium,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Alcohol+Amide+Carboxylic Acid,Unknown,Medium,High,High,0.58,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Medium,Medium,0.77,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Carboxylic Acid+Ether,Unknown,Low,High,Medium,0.56,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Medium,Medium,0.66,Novel,Predicted theoretical compound,No
Acid Chloride+Aromatic Ring+Nitrile,Unknown,Medium,Low,High,0.69,Novel,Predicted theoretical compound,No
Alcohol+Ether+Sulfonamide,Unknown,Medium,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Low,Low,Medium,0.6,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Low,Medium,0.79,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid+Heterocycle,Unknown,Low,High,Medium,0.69,Novel,Predicted theoretical compound,No
Alkyne+Phenol,Unknown,Low,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Alcohol,Ether,Low,Medium,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Thiol,Unknown,Medium,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Medium,High,Medium,0.7,Novel,Predicted theoretical compound,No
Alcohol+Ether+Halide,Unknown,High,Low,Medium,0.4,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Low,Medium,0.82,Seen,Rule-consistent known chemical class,Yes
Alkyne+Halide,Unknown,High,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Ester+Ether+Sulfide,Unknown,Medium,Medium,Medium,0.52,Novel,Predicted theoretical compound,No
Alcohol+Alkyne+Ether,Unknown,Medium,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Low,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Amine+Carboxylic Acid+Sulfide,Unknown,Medium,High,Medium,0.46,Novel,Predicted theoretical compound,No
Acid Chloride+Ester+Halide,Unknown,High,Medium,Medium,0.64,Novel,Predicted theoretical compound,No
Alkene,Alkene,Low,Low,Medium,0.77,Seen,Rule-consistent known chemical class,Yes
Alcohol,Ether,Low,Medium,Medium,0.84,Seen,Rule-consistent known chemical class,Yes
Alkene,Alkene,Medium,Low,Medium,0.84,Seen,Rule-consistent known chemical class,Yes
Alkyne+Amine+Carboxylic Acid,Unknown,Medium,High,Medium,0.44,Novel,Predicted theoretical compound,No
Amide,Unknown,Medium,High,High,0.61,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Medium,Low,0.8,Seen,Rule-consistent known chemical class,Yes
Alkene+Phenol,Unknown,Medium,Medium,Medium,0.43,Novel,Predicted theoretical compound,No
Alkyne+Sulfide,Unknown,Medium,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Alcohol+Ketone+Nitro,Unknown,High,Low,Medium,0.67,Novel,Predicted theoretical compound,No
Sulfide,Sulfide Compound,Medium,Medium,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Amide+Thiol,Unknown,Medium,High,High,0.42,Novel,Predicted theoretical compound,No
Alkene+Phenol,Unknown,Low,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Alkene+Halide,Unknown,High,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Aromatic Ring+Heterocycle,Unknown,Low,Low,High,0.45,Novel,Predicted theoretical compound,No
Alkene+Carboxylic Acid,Unknown,Low,High,Medium,0.43,Novel,Predicted theoretical compound,No
Aromatic Ring+Nitro,Nitro Aromatic Compound,High,Low,High,0.87,Seen,Rule-consistent known chemical class,Yes
Aromatic Ring,Aromatic Compound,Low,Low,High,0.89,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Nitro,Unknown,High,Low,Medium,0.5,Novel,Predicted theoretical compound,No
Ether+Halide,Unknown,High,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Halide+Phenol+Thiol,Unknown,High,Low,Medium,0.65,Novel,Predicted theoretical compound,No
Alkene+Amine+Carboxylic Acid,Unknown,Low,High,Medium,0.45,Novel,Predicted theoretical compound,No
Alkene+Ester,Unknown,Low,Medium,Medium,0.42,Novel,Predicted theoretical compound,No
Halide+Sulfonamide,Unknown,High,Low,Medium,0.58,Novel,Predicted theoretical compound,No
Amide,Unknown,Low,High,High,0.54,Novel,Predicted theoretical compound,No
Alkyne+Halide+Sulfide,Unknown,High,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Alcohol+Phenol,Unknown,Medium,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Medium,Medium,0.46,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Medium,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Amine,Unknown,Low,Low,Medium,0.63,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Medium,Medium,Medium,0.63,Novel,Predicted theoretical compound,No
Acid Chloride+Halide+Phenol,Unknown,High,Low,Low,0.46,Novel,Predicted theoretical compound,No
Alkene+Phenol+Sulfonamide,Unknown,Low,Medium,Medium,0.64,Novel,Predicted theoretical compound,No
Alkene+Sulfonamide+Thiol,Unknown,Medium,Low,Medium,0.67,Novel,Predicted theoretical compound,No
Heterocycle+Nitro+Thiol,Unknown,Medium,Low,Medium,0.54,Novel,Predicted theoretical compound,No
Alkyne+Sulfide,Unknown,Medium,Medium,Medium,0.49,Novel,Predicted theoretical compound,No
Alkene+Amide,Unknown,Low,High,High,0.55,Novel,Predicted theoretical compound,No
Ester+Ketone+Sulfonamide,Unknown,Medium,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Medium,Medium,Low,0.8,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Ketone+Sulfonamide,Unknown,Medium,Low,Low,0.58,Novel,Predicted theoretical compound,No
Ether+Thiol,Unknown,Medium,Medium,Medium,0.4,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.56,Novel,Predicted theoretical compound,No
Nitro+Phenol,Unknown,High,Low,Medium,0.43,Novel,Predicted theoretical compound,No
Ester+Nitro+Phenol,Unknown,High,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Aldehyde+Alkene+Carboxylic Acid,Unknown,Low,High,Medium,0.45,Novel,Predicted theoretical compound,No
Alcohol+Aromatic Ring,Unknown,Medium,Low,High,0.52,Novel,Predicted theoretical compound,No
Aromatic Ring+Sulfonamide,Unknown,Medium,Low,High,0.47,Novel,Predicted theoretical compound,No
Ester+Phenol+Sulfonamide,Unknown,Medium,Medium,Medium,0.48,Novel,Predicted theoretical compound,No
Alcohol+Aldehyde+Thiol,Unknown,Medium,Medium,Medium,0.42,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Medium,Low,0.75,Seen,Rule-consistent known chemical class,Yes
Thiol,Thiol Compound,Medium,Low,Medium,0.86,Seen,Rule-consistent known chemical class,Yes
Alkyne,Alkyne,Medium,Low,Medium,0.78,Seen,Rule-consistent known chemical class,Yes
Alcohol+Nitrile+Thiol,Unknown,Medium,Medium,Medium,0.63,Novel,Predicted theoretical compound,No
Carboxylic Acid+Ether,Unknown,Medium,High,Medium,0.59,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Medium,Medium,0.91,Seen,Rule-consistent known chemical class,Yes
Alkene+Amide+Heterocycle,Unknown,Low,High,High,0.51,Novel,Predicted theoretical compound,No
Alcohol,Ether,Low,Medium,Medium,0.94,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Ether,Unknown,Low,Medium,Medium,0.64,Novel,Predicted theoretical compound,No
Alcohol+Ketone+Sulfonamide,Unknown,Medium,Low,Medium,0.65,Novel,Predicted theoretical compound,No
Amide+Carboxylic Acid+Ketone,Unknown,Medium,High,High,0.4,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Medium,Medium,0.78,Seen,Rule-consistent known chemical class,Yes
Amine,Unknown,Low,Medium,Medium,0.65,Novel,Predicted theoretical compound,No
Aldehyde+Carboxylic Acid,Unknown,Medium,High,Medium,0.51,Novel,Predicted theoretical compound,No
Ester+Nitrile+Phenol,Unknown,Medium,Low,Medium,0.58,Novel,Predicted theoretical compound,No
Amine,Unknown,Low,Medium,Medium,0.67,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Medium,High,Medium,0.57,Novel,Predicted theoretical compound,No
Ether+Sulfide,Unknown,Medium,Low,Medium,0.55,Novel,Predicted theoretical compound,No
Amide+Nitro+Sulfide,Unknown,Medium,High,High,0.62,Novel,Predicted theoretical compound,No
Amine+Aromatic Ring+Thiol,Unknown,Medium,Low,High,0.7,Novel,Predicted theoretical compound,No
Acid Chloride+Ester+Thiol,Unknown,Medium,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Ester+Heterocycle,Unknown,Low,Low,Medium,0.68,Novel,Predicted theoretical compound,No
Carboxylic Acid+Ether+Ketone,Unknown,Medium,High,Medium,0.49,Novel,Predicted theoretical compound,No
Alkyne+Carboxylic Acid,Unknown,Low,High,Medium,0.5,Novel,Predicted theoretical compound,No
Ketone,Unknown,Low,Low,Medium,0.41,Novel,Predicted theoretical compound,No
Sulfonamide+Thiol,Unknown,Medium,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Ketone+Nitrile,Unknown,Medium,Medium,Medium,0.69,Novel,Predicted theoretical compound,No
Alkyne+Ketone+Thiol,Unknown,Medium,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Ester+Sulfonamide,Unknown,Medium,Low,Medium,0.62,Novel,Predicted theoretical compound,No
Ester,Unknown,Medium,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Amine+Ester+Nitrile,Unknown,Medium,Medium,Medium,0.46,Novel,Predicted theoretical compound,No
Amide+Ether+Sulfonamide,Unknown,Low,High,High,0.58,Novel,Predicted theoretical compound,No
Amine+Nitrile+Phenol,Unknown,Medium,Low,Medium,0.57,Novel,Predicted theoretical compound,No
Alcohol,Ether,Medium,Medium,Medium,0.88,Seen,Rule-consistent known chemical class,Yes
Alkene+Heterocycle,Unknown,Medium,Low,Medium,0.64,Novel,Predicted theoretical compound,No
Aldehyde,Unknown,Low,Low,Medium,0.66,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Low,Medium,0.51,Novel,Predicted theoretical compound,No
Ether+Nitrile+Sulfonamide,Unknown,Medium,Medium,Medium,0.61,Novel,Predicted theoretical compound,No
Alkyne+Amine,Unknown,Medium,Low,Medium,0.53,Novel,Predicted theoretical compound,No
Carboxylic Acid+Ether+Ketone,Unknown,Low,High,Medium,0.5,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Medium,Medium,Medium,0.93,Seen,Rule-consistent known chemical class,Yes
Ether+Sulfonamide+Thiol,Unknown,Medium,Medium,Medium,0.53,Novel,Predicted theoretical compound,No
Alcohol+Alkyne+Heterocycle,Unknown,Medium,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Amine+Nitro,Unknown,High,Low,Medium,0.49,Novel,Predicted theoretical compound,No
Alcohol+Carboxylic Acid,Ester,Low,High,Medium,0.76,Seen,Rule-consistent known chemical class,Yes
Alkyne+Nitro+Sulfide,Unknown,High,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Ether,Unknown,Medium,Medium,Medium,0.67,Novel,Predicted theoretical compound,No
Alkyne+Heterocycle+Sulfide,Unknown,Medium,Medium,Medium,0.57,Novel,Predicted theoretical compound,No
Acid Chloride+Aldehyde+Nitro,Unknown,High,Low,Low,0.55,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Medium,Medium,0.85,Seen,Rule-consistent known chemical class,Yes
Amine+Ester+Ketone,Unknown,Low,Low,Medium,0.51,Novel,Predicted theoretical compound,No
Alkyne+Amide+Thiol,Unknown,Medium,High,High,0.43,Novel,Predicted theoretical compound,No
Alkyne,Alkyne,Low,Medium,Medium,0.78,Seen,Rule-consistent known chemical class,Yes
Aldehyde+Halide+Ketone,Unknown,High,Medium,Medium,0.43,Novel,Predicted theoretical compound,No
Phenol,Phenol,Low,Low,Medium,0.77,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid,Unknown,Low,High,Medium,0.63,Novel,Predicted theoretical compound,No
Ester,Unknown,Medium,Medium,Medium,0.5,Novel,Predicted theoretical compound,No
Halide+Sulfonamide,Unknown,High,Low,Medium,0.46,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Medium,Medium,0.58,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Low,High,Medium,0.63,Novel,Predicted theoretical compound,No
Carboxylic Acid,Unknown,Medium,High,Medium,0.46,Novel,Predicted theoretical compound,No
Amine+Halide+Heterocycle,Unknown,High,Medium,Medium,0.48,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Alkyne+Amide,Unknown,Low,High,High,0.52,Novel,Predicted theoretical compound,No
Amide+Nitro,Unknown,High,High,High,0.42,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Low,Low,0.89,Seen,Rule-consistent known chemical class,Yes
Alkene+Carboxylic Acid,Unknown,Low,High,Medium,0.65,Novel,Predicted theoretical compound,No
Ether,Unknown,Medium,Medium,Medium,0.5,Novel,Predicted theoretical compound,No
Nitrile+Phenol,Unknown,Medium,Low,Medium,0.57,Novel,Predicted theoretical compound,No
Heterocycle+Nitrile+Sulfonamide,Unknown,Medium,Medium,Medium,0.51,Novel,Predicted theoretical compound,No
Acid Chloride+Alkyne+Amide,Unknown,Low,High,High,0.67,Novel,Predicted theoretical compound,No
Amide,Unknown,Medium,High,High,0.63,Novel,Predicted theoretical compound,No
Aldehyde+Amide,Unknown,Medium,High,High,0.65,Novel,Predicted theoretical compound,No
Halide,Unknown,High,Medium,Medium,0.62,Novel,Predicted theoretical compound,No
Amide+Ester+Ether,Unknown,Medium,High,Medium,0.5,Novel,Predicted theoretical compound,No
Alkene+Ester,Unknown,Medium,Low,Medium,0.61,Novel,Predicted theoretical compound,No
Amide+Ketone+Nitrile,Unknown,Medium,High,High,0.63,Novel,Predicted theoretical compound,No
Amide,Unknown,Medium,High,High,0.57,Novel,Predicted theoretical compound,No
Nitro,Unknown,High,Low,Medium,0.65,Novel,Predicted theoretical compound,No
Aromatic Ring+Ester,Unknown,Medium,Low,Medium,0.46,Novel,Predicted theoretical compound,No
Amine,Unknown,Low,Low,Medium,0.42,Novel,Predicted theoretical compound,No
Alcohol+Sulfonamide,Unknown,Low,Medium,Medium,0.69,Novel,Predicted theoretical compound,No
Nitrile,Nitrile Compound,Medium,Low,Medium,0.83,Seen,Rule-consistent known chemical class,Yes
Acid Chloride+Alcohol+Alkyne,Unknown,Low,Low,Low,0.47,Novel,Predicted theoretical compound,No
Ketone+Phenol,Unknown,Medium,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Ether,Unknown,Low,Medium,Medium,0.55,Novel,Predicted theoretical compound,No
Ether,Unknown,Medium,Low,Medium,0.55,Novel,Predicted theoretical compound,No
Alkene+Heterocycle+Ketone,Unknown,Low,Low,Medium,0.43,Novel,Predicted theoretical compound,No
Acid Chloride+Alkyne+Carboxylic Acid,Unknown,Medium,High,Low,0.46,Novel,Predicted theoretical compound,No
Alcohol+Heterocycle,Unknown,Low,Low,Medium,0.57,Novel,Predicted theoretical compound,No
Alkene+Amine,Unknown,Low,Medium,Medium,0.54,Novel,Predicted theoretical compound,No
Acid Chloride+Amine+Thiol,Unknown,Medium,Medium,Low,0.42,Novel,Predicted theoretical compound,No
Amine+Aromatic Ring+Ketone,Unknown,Medium,Low,High,0.63,Novel,Predicted theoretical compound,No
Alkene+Nitro,Unknown,High,Low,Medium,0.55,Novel,Predicted theoretical compound,No
Acid Chloride,Acid Chloride,Low,Low,Low,0.94,Seen,Rule-consistent known chemical class,Yes
Alkene,Alkene,Medium,Low,Medium,0.93,Seen,Rule-consistent known chemical class,Yes
Carboxylic Acid+Ketone+Phenol,Unknown,Low,High,Medium,0.55,Novel,Predicted theoretical compound,No
Alcohol+Alkyne+Nitro,Unknown,High,Low,Medium,0.45,Novel,Predicted theoretical compound,No
